Usuario,Seguidores,Seguidos,nroTweets,nroReTweets
PaulaaPerea,574,638,0,1
Efrain_profeYim,30,148,0,1
eClinicalTrial,11085,5879,0,1
gaticavice,1588,206,0,1
JaviBarzalobre,958,656,0,1
AECIDElSalvador,3626,743,1,0
senderosoax,1087,1052,0,1
fggutierrez,3502,2171,0,1
ZeaArturo,1404,1343,0,1
OrralaErick,279,706,0,1
CGratereaux,452,1368,1,0
ArielGarciaUCR,5409,1382,0,1
JavertPF,112,737,0,1
Interfase_UAB,208,302,0,2
FotoIvanEscobar,624,314,0,1
LuisMaVarguez,330,687,0,1
ConsejeriaEduc1,513,267,0,2
PNUDSV,29361,2484,10,2
alexcitroni7,5112,1105,1,2
ecocargachile,49,528,0,1
alfernandez2311,522,1341,0,1
JuanCLastiri,30329,2288,0,1
harold_castano,243,1074,0,1
lamujerbambu,845,1050,0,1
auxifcd,4472,3112,1,0
marialuisach,212,329,0,1
eprudhomme,608,168,0,1
apdelarosa1982,165,1451,0,1
LolesLpz,351,718,0,2
ANUE_ONU,2639,588,1,0
cideant,89,89,0,2
CancilleriaARG,209745,313,1,0
julianntorresu,1003,1283,0,1
danieldandreu,4931,2834,0,1
juancarlosgb_,13475,50,0,2
nieves_raul,494,524,0,1
diaz_santis,101,297,0,1
FAOMexico,36392,427,0,1
diiana_cm7,8,142,1,0
LorenzoSanchG,333,151,0,1
Yisel_mng,25,112,0,1
Paulina74905903,14,314,0,2
hacesfalta,40229,1331,4,0
Gargonmis,366,946,0,1
murcia_empr,105,66,0,1
BegoGuz,343,1062,0,1
SpainIndustry40,365,418,0,2
carmenused,1774,2257,0,1
AbrahamSM94,311,412,0,1
YDmguez,276,185,0,1
ernanibaires,581,1342,0,1
inigoPalacios,780,1396,0,1
GabrielOlier,616,1088,0,1
garapesnna10,157,162,0,1
rbula3000,232,276,0,1
GedicJuan,9,4,0,1
pixdealba,555,1526,2,0
cncuvenezuelau1,76,66,12,5
nicorl,365,587,0,1
CandiceWelsch,347,136,0,1
LuisaFGallo,331,801,0,1
ambientelr,1893,627,1,0
vicruvi,466,271,0,2
DorianMora,61,91,1,0
SoyJovita,1487,213,0,1
Super_Said,10098,4533,0,1
FamiliaCEU,1460,660,1,0
AntonioMarnGon1,17,499,0,1
CamaraCantabria,3391,528,1,0
HaceConsultores,27,162,0,1
Maramluz2,378,335,0,1
azoubig,9621,9233,0,4
JaimeOlmoSerra,492,812,0,1
isanudge,252,561,0,1
Dr_RReyes,1501,631,1,0
m_cirujano,221,270,0,1
uimunicipalista,4499,466,4,0
CIDEU,4886,393,3,0
JulimarBichara,63,122,0,1
SuarezAnamary,33,47,0,1
natureincanta,8,42,0,1
Unach_ec,3429,102,1,0
ProntoUy,2186,194,1,1
Emagado,252,1630,0,3
Wilsofo,1224,3054,0,1
cdseaehu,116,49,1,0
knowmadinnova,515,636,0,1
BernydelaFuen13,1566,1777,0,1
miguelpulido,3880,824,0,1
madridsubterra,1007,554,0,1
PlazaHuber,120,336,0,1
PaulPerezS,137,350,0,1
MiguelCiacci,203,112,0,2
GerFR4,9,39,0,1
JoabDom,226,331,0,1
ekarealpe,12,122,0,1
Geo_Dev,2668,829,0,1
inaki_satt,2716,2373,0,1
Lil_feloz_olez,4000,4429,0,1
polisea,6053,3226,0,1
gisesito08,3,6,0,1
INMdeColombia,2103,179,0,1
Carol80773056,40,115,0,2
G_Aranda,1168,683,0,1
FundacionUCLM,975,169,0,1
menaiaretti,583,442,0,4
aetherlux,286,446,1,0
PRDesPanama,14063,406,0,1
sentirplaneta,580,906,0,2
patyalvaradoco1,663,1314,1,0
astrolabio_uy8,393,1921,0,2
FelipeCamposlh,3912,3288,1,1
marijo_perezsan,90,188,0,1
Turkia14,119,628,0,1
EstraTecnoCoach,4826,5308,0,1
Cedy_at,1000,1512,0,3
Historia_Malaga,13536,729,0,1
perfepalacio,823,482,0,1
marbrisi67,87,97,0,2
gri_86,431,767,0,1
ManHurtadoFer,1927,3027,18,12
euskolabel,2898,23,0,1
Oscar_D_,811,1285,0,1
RedViralEdomex,427,439,0,4
jjimenez816,473,529,0,1
ysrraelcamero,9494,10444,0,1
NoraLuisaSalas1,6,45,0,1
nirea_akordioa,1156,1176,0,1
CRSTNPRT,24,117,0,1
Mabelmujeramada,29,212,0,1
Teresagb24,30,69,0,1
jcm003,535,997,0,1
gluvabri,20,120,0,2
AliagaPilar,525,528,0,1
xsunol,824,638,0,1
fernandofelixs,7,82,0,1
Dragon76Lucas,185,512,0,1
darevalou,339,762,0,1
tripaliumsite,503,1671,0,1
ac_roble,10,52,0,1
gemagapa,33,187,0,1
Emicuervo13,384,923,0,1
MdRestauracion,1047,909,1,1
AgroapoyoEc,67,80,0,1
crislagier,275,312,0,1
Informa32280668,3,16,0,2
fggarcia55,17,57,1,0
oriolbras,151,483,0,1
FAMDIF,1581,456,2,0
EscOratoriaOax,132,470,0,1
Allthose,1718,1588,1,0
ruthernan,1178,918,3,4
Anamasanro,2365,1898,1,3
BelkyMesones,8,48,0,1
agrariedad,656,1563,0,1
f_f_ambiental,1675,616,2,9
SDG18DRR,267,755,0,1
LAURADEVEGAF,723,985,0,1
anlofe10,60,109,0,1
GIAndradeP,8873,2760,0,7
Trinomio_es,514,893,1,0
KaryArriola,577,846,0,2
paula_veronelli,256,1434,0,1
kueponi_consult,46,262,1,0
proyectoEDIA,1460,1299,0,1
EventosTENERIFE,1318,423,0,1
envirall,345,323,2,0
Ali261178,32,256,0,1
YVemposta,130,245,0,1
mbalaciart,24,242,0,2
WENDY20804080,3,5,0,1
LigaEducacion,1255,1451,1,1
Hispana_roai,1445,482,0,1
SiempreEventos,620,98,1,0
linamarin1,681,484,0,1
nelsonjre,511,569,0,1
CarlosOdin,73,351,0,1
SergioM94439588,91,266,0,2
RafaMagro2,60,49,0,1
nena55,247,216,0,2
Luciana_Binaghi,728,652,1,1
LBotanico,599,960,0,1
larabersano,894,585,0,1
JulioR_ES,622,226,0,1
sabiuor,218,950,0,1
Jcsvizcaino,20,65,0,1
onesimodesanto1,584,770,0,1
cortesalbor,365,1565,0,2
sgcity50,965,122,2,0
IngridMarketing,1313,1157,1,0
anaisrebollo,498,363,0,2
alcaldia_ss,72299,248,0,2
EzquerraIrene,114,286,0,2
revista_PQ,2580,387,0,1
getafejoven,3302,495,3,0
aarroborodas,268,405,0,1
JulioCesarSae18,4,36,0,1
servicios2050,293,560,0,1
comsentido_es,117,177,4,0
gabyvelascomx,2017,1757,0,1
IMordoche,1056,295,0,1
fakepelirroja,1284,770,0,1
kariduenAlfaro,2027,1082,0,2
spuertasbonilla,42,258,0,1
livia_chavez,134,234,0,1
antonio4_a,781,2099,0,1
BallestaSanti,490,417,0,1
pnud,332962,862,1,0
criscastrowey,439,818,0,1
duroweek,175,311,0,1
MalenaLorenzo3,243,362,0,1
Problemas_Eco,356,178,1,0
DrLandaburu,878,1742,1,3
ester_borras,19,32,0,1
israelac_91,382,822,0,1
IndisolCol,156,1087,0,1
maldonadorosari,22,143,0,2
RSEncuentro,2051,2253,0,5
Melvinandresfa5,16,127,0,1
joaquingaglez,112,332,0,1
FEudesColombia,332,633,0,2
PorrasMx,633,467,1,0
WeEffectLA,404,465,0,1
healthylonelin1,24,15,0,1
CataFigueroaO,1016,2315,0,1
ramphis_garcia,48,108,0,1
PactoGlobal,7959,892,7,5
Obiam_Mx,51,184,0,1
carloslhva,8170,4564,0,1
ForoRSEMalaga,973,816,2,0
NataliaSancha,10224,1965,0,1
MarinadlBarrio,91,310,1,0
FMusol,3402,4746,10,4
franci_blanc,167,231,0,1
seryestar_co,54,188,0,5
RedVountarios,217,107,0,1
gabsocialRD,309,21,3,0
Area6VegaMedia,1426,881,0,1
Magaly_Paredes,348,632,0,1
RSCentro,2762,1155,1,0
arrabaldes,3207,1692,1,11
InvestigaUtpl,1858,603,2,0
karito2284,70,185,0,1
JPortieles,129,140,0,1
amau77,748,551,0,1
ficorestrepo,4051,153,0,1
b_onix,702,988,0,1
xbuitragomora,16,128,0,1
agendambientalc,142,202,0,3
Nanigs,68,59,0,2
ONU_RD,11719,609,1,0
OaxacaHablemos,59,419,0,1
denisse_ugalde,20038,1464,0,1
jorotro3,381,643,0,1
Voces_enMexico,175,323,0,1
CE4reputation,5801,589,1,0
maccur,44949,5278,1,0
ValentinCarrera,1712,1345,0,6
CarlosMarMi,110,188,0,1
mirrocafort,5830,5391,0,1
bruno_rico,1266,2259,0,1
FundacionCalPau,397,546,0,1
danilochavez,551,1912,0,1
GonRuteteNieto,673,942,0,1
EmBolJapon,445,147,0,1
JuanJulome,73,197,0,1
Admaya29Os,175,759,0,1
nievescout,2846,3506,0,4
pagalindog,228,804,0,1
jmmirandaboto,160,210,0,1
funddonbosco,3742,585,1,0
SCSalutDigital,910,329,0,1
cobiitooo,104,189,0,1
lgomez4,1166,728,0,1
jareyme,1098,1385,0,2
Josefia13,18,118,0,1
Monserr49270054,3,38,0,1
FlorenPz,358,184,0,6
RosaMariaSuar17,511,330,0,3
AcSindical,90,231,0,1
msilvaruiz,215,683,0,1
Sustentia_IS,65,105,0,1
mapeve83,208,425,1,1
Vicferpad,218,331,0,2
jmtldst,2550,2876,0,1
RodolfoSagahon,1103,1774,0,1
ChildFundMexico,1718,939,2,0
Rednacecyt,2928,288,0,2
GemaWebsoc,567,1107,0,1
ElisaRo03429285,3,24,0,1
Mikel10sarasola,832,998,1,0
MariluFerro,14,98,0,1
mariateresalos2,1862,2383,0,2
Catedra_GO,415,604,0,1
AECID_Honduras,323,505,1,0
LuisRevillaH,30481,1701,1,0
mirellatellod,21,49,0,1
Mafeafuentes,3040,276,0,1
rocktechmx,150,80,2,0
MDYaneth,523,1225,0,1
achavito,1071,1008,0,1
_Isra_Cruz,311,368,0,1
BlancaLop33,248,743,0,1
yolandaGH,1738,1811,2,1
DosGradosC,2156,2105,3,3
presidenteCSCAE,978,488,0,2
APCColombia,14483,1668,2,1
carmen_cur,179,1146,0,1
F_TEA2014,24,98,0,1
Floaduriz,193,658,0,1
blopmor1,9,23,0,1
Suhumo,155,186,0,1
Alejand70898546,217,468,0,1
RAULSATAM10,29,53,1,0
personeriamed,27148,2823,12,0
AnimaLectura,3277,3263,9,0
fedhipn,400,288,0,1
felipe_mexico,800,2788,0,1
vergara_dra,4,25,0,1
CDHZL,3414,1136,0,1
CristinaNarbona,25800,1521,0,1
AnamiReyesA,355,1423,0,6
mamenintheworld,263,638,1,0
HablamosdEuropa,5700,995,0,1
FundacionETNOR,4698,692,4,1
PAPucciarelli,42,168,0,1
missbkayser,4346,1586,0,1
juanfgomezgomez,395,369,0,1
Caballerohelena,264,452,0,3
TATYG123,385,608,2,1
ProFuturo_,2581,508,1,1
_BlasSS_,417,165,0,1
moninaf,122,359,1,1
dhowellseo,3246,2644,2,1
UMaristaMerida,4505,8,2,0
Xabier_Egibide,732,107,0,2
alemo781,1815,1290,0,2
EDUCADORAV,1389,384,1,0
marisela_justo,79,287,0,1
doloresasensi3,205,459,1,0
AgeaSilverio,293,248,0,2
GabyBenve,23,26,0,1
SustentableD,1215,2068,1,0
jpgordillom,314,779,0,1
CeliaValds1,91,156,0,1
diegorefort,163,155,0,5
Eschela,342,422,0,1
ArroyoPaloma,765,227,0,2
jdiazgoyes,433,1143,0,4
AChMChile,8923,4441,0,1
UCETAM,566,351,0,3
AFAMMERmujer,1331,720,0,2
aferre7,61,74,0,1
arainfonoticias,11208,661,0,1
Camiloprieto,1805,882,0,2
francoazz,111,194,0,1
embuenfil,249,973,0,1
fpfeong,967,473,0,1
NehaliAnupriya,107,498,0,1
LadyAmyW,1042,5000,0,1
jrcastro4,3,9,0,1
AlbaM_Hdez,211,251,0,1
ferdiazpacifico,282,1517,1,3
HGelt1,35,393,0,1
LuzDaz2,38,232,0,1
ZelizethLpezRom,888,626,0,1
japedreno,3158,2792,0,4
Conmicas,2636,3686,0,1
mariapiamoreira,874,2676,0,1
JaimeCSR,339,779,0,1
CameliaOcon,5,17,0,1
COTSC,812,222,0,1
ObsLaRabida,68,52,4,0
beabusaniche,14276,1524,0,4
Dxnia,628,339,0,3
JeliCamacho,566,1847,0,1
Paco_xxi,3373,3384,0,2
Asofem2003,461,431,0,1
Dny03984822,1,26,0,1
Anus_ca,43,99,1,0
opds_gba,5789,839,1,0
RPL_ODS,315,195,2,3
EdisonTomas9,32,247,1,1
NiaEve2,112,163,0,1
RosaLL11,17,207,0,1
Joralon75,305,1174,0,4
Rmonvazquez,1077,1708,5,0
Adry288,44,145,0,2
Messer_es,288,125,0,1
javipe_ciecode,1317,215,0,1
EistrupMathias,93,529,1,0
Penascalkoop,786,175,0,1
agirrecenter,2211,1046,6,2
CdMCdP,141,133,1,0
Mimogutierrez,821,2473,5,0
MaterialCultura,48,413,1,1
zorrokun95,57,174,0,2
innovactoras,349,619,2,0
MarivelSolisB,445,569,0,3
javiersmellado,796,3739,1,0
alfredovelazco,4981,5482,0,1
elpais_america,255112,895,0,1
OisocOficial,192,405,10,5
CentroCREER,6514,1408,0,1
saharmomeka,248,710,0,1
Claudia63003233,18,393,0,1
MinjudhAntof,3581,3225,0,1
NataliaAJ8,243,400,0,1
TVRadioMiami,1517,4933,0,1
eli__lemos,78,275,0,1
elaragon,2792,2012,0,1
mariafergago,1350,1011,0,1
mrtta13,578,530,0,1
rolandoleturia,1167,2129,0,1
KomunikaLatam,311,480,4,0
Enerclub,5065,733,0,1
AccesoDigitalMx,299,212,0,1
DamienKientz,64,149,0,1
gonzale_valdes,682,675,0,1
caro_lbastida,229,1001,0,1
Lilitaportillo,546,770,0,1
DoctorPega,3709,565,0,1
Oscarreset,361,794,0,1
carlosrufon,468,247,0,1
JoseJCortesM,326,436,0,1
pantallassanas,861,592,6,5
edcamposj,502,804,0,1
MayDaB91,1051,824,0,1
eriko_florespz,7521,1110,1,0
COAMBM,374,145,1,2
grossobkatgmai1,5,66,0,1
innovaroom,38,50,0,1
Ro_Quin,429,687,0,2
ILoriteM,2385,3132,0,2
EstefaniaRedond,1021,847,0,1
alexbaiz,645,2018,1,0
MahoutADV,70,114,0,1
UlisesReynoso19,2,162,0,1
Yanuleguley,216,1781,0,5
Espe_Morrison,91,286,8,1
Imnovation,1448,1879,1,0
PilarBernado,4030,1856,2,0
Equion_Energia,1776,294,1,1
InfoHidralia,1907,471,4,1
e2030dss,1498,1477,0,1
CLARES_Anahuac,1796,396,0,1
Hidrogea,2654,988,2,2
BrixonRamirez,11613,4622,0,1
Victorniet,74,113,0,2
INFOFEPP,5,9,1,0
olcajal,661,412,0,1
pf20787,4,18,0,1
EstefaniaJoaq,39526,1071,0,5
Arcangelus5,40,511,0,1
compavif,4,84,0,1
ZarzuelaDC,174,123,0,1
CIEDES,426,145,0,2
RNSanPedro,5900,1067,1,0
Gabri3laRC,121,1046,0,1
CECADEsv,345,584,4,2
alexchavezh77,81,142,1,1
minpatchaco,2612,776,0,1
Crysvallin,231,198,0,1
CoitiLugo,345,518,0,1
psasigain,556,372,0,1
AvilaRibada,57,122,0,5
jpferbo,1628,1811,0,1
CINUlima,7229,707,4,0
CAROLIN34979938,28,90,0,1
AleSorianoR,12483,12214,0,1
tapasybotellas,944,281,1,0
VPalacios_,387,374,0,1
Columba777,122,195,0,1
Emiesam,3335,4558,0,2
susanafinger,1403,856,3,2
Banco_Adopem,8559,4519,0,2
togroow,907,1413,1,0
LuisGrandeRama,1491,3176,0,1
FedeAbizanda,502,1014,0,1
erabasco,49,66,0,3
hechoxnosotros,214,379,1,0
GchavezODS,4,129,0,2
dcarferZR,22,17,0,1
estoyconlotuyo,71,25,0,2
FOL_IE,569,310,3,0
BryanU_x,54,113,0,1
AsprillaPaulina,103,212,0,2
MiguelHerguedas,4168,785,0,3
FELIXAOVEJERO,426,452,6,5
AndresHidalgoC,445,1761,0,1
USOConfe,2254,576,4,0
velijean,2417,772,0,1
egatino,437,413,0,1
procosmeticosec,1268,1649,0,1
abogjorgeayala1,39,190,0,1
CEPAAD_2017,62,133,0,1
dendrosur,328,1051,0,1
museo_minerales,173,614,0,1
MovCTMMx_GSoc,4013,4991,0,1
carloru65,16,38,0,1
leopollach,204,482,0,2
EnriqueBorrell,1691,2449,0,1
NerinaNeumann,1263,2470,0,1
mazzucchelli84,112,324,0,1
clanning20,36,102,0,1
jcgomvar,1354,1342,2,4
RSCresponsable,238,145,1,0
VyABio,11258,12412,0,1
Carrascal_Isa,1362,1391,0,1
Seplan_yucatan,334,218,1,0
marta2g1,4,45,0,1
xavieuro,170,818,0,1
rorrosarmiento,898,1704,0,1
amicalucci,282,751,0,2
MariaGloriaHM,6342,937,0,1
AlhaddadAhsan,202,365,0,1
AulasOds,784,348,0,21
MuniCircular,1640,1399,9,3
PasionxLaBocha,953,691,14,0
ucooperacion,581,325,0,1
Clau20193,22,190,0,1
yousif_ameera,173,57,0,1
GrupoHEFAME_es,4370,2541,1,0
leyzafv,2464,2952,0,1
gloriamassana,1470,1096,0,1
ipizzolante,4132,353,1,0
GabrielaRana197,209,1273,1,0
JavierRojasCala,96,374,0,1
JAlbaladejoP,503,728,0,1
ndelalamo,170,438,0,1
eloiserrano,723,600,0,1
sarasmith24feb,321,306,0,1
GriselRubino,28,221,0,2
Lara_713,100,206,0,1
juancarlosgp_,1658,997,1,1
PSOEElRabal,571,675,0,1
fabianrinconc,83,78,0,1
YWP_Spain,1886,433,0,1
EconmiaCreativa,2304,1469,0,1
CDemospaz,307,1112,0,1
LacWetlands,167,405,0,3
YosoyVoluntad,251,289,0,2
guillen_asecas,391,442,0,1
_acabanas,245,748,1,2
Activithink,1481,1465,0,2
YuremaSCacurri,249,451,0,2
ivanalbertos81,29,112,0,1
ygorgo,307,404,0,1
SAB_AR,1960,434,1,0
CrisGElorriaga,341,399,0,1
PuntoEuropeoES,283,1063,1,1
Isme1111,474,2613,0,2
GMNoelia,234,668,0,2
Priscilla_zamor,440,528,0,1
A_AdameRamirez,11,39,0,1
virginiarodenas,1085,818,0,2
DRA_ROSY_AROCHA,198,74,0,1
CampusSostenibl,1557,1085,1,5
IkerErk,186,177,0,1
rmaurelp,97,90,1,0
CinuPanama,4127,1306,2,0
edujeszgz,1829,1531,1,0
tonasanjuan,551,799,0,1
Yona641Yo,73,219,0,1
DownMadrid,7550,1324,1,0
cgarvivar,371,143,0,1
ParcSama,477,563,1,0
Kaiken68,422,1032,0,1
ArturoB63331667,31,507,0,1
iravelasco,1024,584,0,1
InfoecologiaNew,4700,3754,0,1
ClimaMarino,252,128,0,1
uabrpanama,750,252,0,1
IgualdadUSO,324,398,0,1
germaniame,984,1159,0,1
Griss_Rod27,211,352,0,1
memecerdeiras,218,710,0,1
recicloreviento,1110,1360,0,1
DiegoIsabel1,10539,1315,0,4
alexmanetti1,49,159,0,1
jotaelecruz,1233,2994,0,1
monicavergara,420,1883,0,1
FyH_TV,506,237,0,1
ciudades_demx,770,303,0,1
OspinaORCAverde,2894,3983,0,1
darmijos27,288,224,0,1
LolaBerna,375,402,0,1
jviver,217,769,0,1
brcregion23,46,142,0,1
ghuerta1111,647,691,2,5
JackelineSaenzT,762,222,0,3
rafatinez,146,275,0,2
PladesFrutillar,1227,933,1,0
IICA_Europa,308,329,1,0
jfer_2,896,810,0,2
trampasparker,226,985,3,0
LogicaEcommerce,1649,523,2,2
IFTS13,585,1198,0,3
VistageARG,2945,1872,0,1
Cienciamento,8539,1317,0,1
ManuelaVilaboy,400,885,0,3
Innovaspain,11743,5160,3,0
SevSolidaria,836,103,1,0
JFernandeznino,189,368,0,1
carmenmzp,542,331,0,1
Soniassr,100,100,0,3
vaniadelbien,634,605,0,2
ISENER_,282,421,1,1
jhergony,22741,15848,0,1
IPMGSDG,500,669,0,1
silramfer,22,157,0,1
elmuroenred,2637,2691,0,1
FabriCriado,1057,987,0,1
NutreHogar,7522,739,1,0
AdeMuniz,3370,3321,0,1
FValenciaport,1855,359,1,0
agimapeople,1090,781,0,1
ortogalenico,7602,1355,0,1
RubioFaby,114,100,3,0
planmovilidad,585,940,0,1
sin_turmas,49,463,0,1
framboyanenflor,915,2437,0,1
maivaldeflores,3105,2080,0,1
tiscar,17304,650,0,1
AlonsoXL,506,2363,3,1
mabeeguiguren,290,420,0,1
JuankyRam,387,687,0,2
aiade_org,62,533,0,1
zahylzam,549,1456,0,6
VivianTorrijos,104035,1266,0,2
Eduardoandarie3,61,146,0,1
Mitix009,111,105,0,1
MariaEstherBriz,80,369,0,1
Odourcollect,247,374,0,1
CantabriaONGD,1143,262,0,1
Coiaanpv,5921,2971,1,0
icabizkaia,1333,271,0,1
SilviaMarinaRu1,194,1014,0,1
WATTABIT,56,391,0,1
Eficiencia_esj,1333,1118,0,1
ucm_icei,523,319,0,1
ComplianceDigi1,167,522,0,4
H1ld38rando,41,126,0,1
JuanVillamayor,3530,2066,1,0
Emer_Seg,1145,5000,0,2
ParticipaLPGC,227,736,2,0
DelvisValdez,41,50,0,2
nccllerena,284,217,3,0
confe_usem,1904,126,0,1
JohaSanita,185,435,0,1
oei_guatemala,609,112,0,2
ericalobos,1313,2023,0,1
EMRITALOPEZGAR1,32,191,0,1
DiamanteXCLsior,5743,6212,0,1
viccardona_,44,48,0,1
patttygarcia,90,596,0,1
amadeupons,1429,400,0,1
ClimatePlanCity,4560,4105,0,2
CeciMatzkin,1398,1574,0,1
ClaraSolano6,145,297,0,2
JuanitoLocal,937,480,0,1
copladem,2146,269,0,2
pamtamara,1107,1041,0,1
beetho57,2,3,0,1
rodrigs91,488,722,0,1
CeeiMurcia,8613,3835,0,2
spugolo,1338,3892,0,2
ecogestiona,4304,1294,1,0
KshanaRules,497,563,0,1
Nacho_Amador,489,549,0,1
chrissierivas,579,1112,0,1
1_sandracortes,537,331,0,1
marcelasierra03,126,302,0,1
EuropeDirectCor,1868,1228,0,1
adolfocaballer3,718,252,0,1
eva_celis,55,61,0,1
downtownforsale,79,119,0,1
integra2mundo,35,101,1,0
MovimientxlaPaz,104,206,0,1
PEpHuelva,496,616,0,1
somosidealibre,900,349,0,1
hercarev,11499,12469,0,1
LifegistFashion,857,225,0,1
Ibercivis,3285,1001,2,1
ieee_mhidalgo,46,126,1,0
YanetFeliciano,36,129,0,1
carolinarpom,188,358,0,1
andrepazv,465,661,0,1
kricaceres,1253,1119,0,2
MiriamRSE,1271,1058,2,0
MINNAParaguay,19143,1445,0,1
aeropuerteruel,4169,3228,1,0
AlvaroSilva_Tei,241,298,0,1
modasosbcn,3466,1015,1,0
iesleonfelipe,162,79,0,1
sararomero333,316,592,0,1
agbtic,199,350,0,4
CreandoFuturos_,25,66,1,0
EBanjul,92,140,1,0
OPSOMSPeru,16942,1303,0,1
carmenpinan,1213,342,1,0
MOVISAT_es,206,492,0,2
DIGEPO_GobOax,3347,410,1,2
PepCasalsPuig,24,50,0,1
ChocolateEtico,1249,709,0,1
factortierra,630,67,0,1
_AlbaSM,4,58,4,1
stgslp,1789,618,0,1
MiguelSoberonM,229,526,0,5
TrudyCastillo78,24,32,0,1
fonamupp,251,316,0,1
icomosSDG2030,1451,1186,0,1
yveth_se,32,410,0,1
rettasil,439,389,0,3
becepepe,143,247,0,1
Selphinia,928,320,1,0
FranciscoMesMol,165,433,0,3
OECD_PCSD,1324,462,1,1
dsarasa,1760,1366,3,0
sethfactor,15,26,0,1
DCaracuel,769,1225,1,1
JoseCelisMX,1009,314,0,1
EverardoPlata2,28,122,0,1
IDEA_Anahuac,1547,832,0,1
gp_patri,162,334,0,1
DoctorLucyfer,12,335,0,1
OnusidaRd,618,2210,1,0
sergiofalcon_,641,508,1,0
acia_cat,273,208,0,1
MJGonzalez_8,179,218,0,1
mari_giorgetti,70,207,2,2
ferluque10,291,622,0,1
Yulianavalbuen1,38,166,0,2
Marieliss8,5,2,0,1
Lavola1981,3776,1162,2,0
GOTiME13,290,759,2,0
EIAF_ULE,326,253,0,1
LuisBoliviatv,241,484,0,1
CiberEleganzaIT,473,332,2,2
Vanci31221191,1,14,0,1
vivilopez2,562,397,0,1
SinTrabInfCTM,1438,1204,0,2
JuanCladeRamon,7079,1794,0,1
Mr_Barahona,204,324,0,1
floreskstro,107,583,0,1
LeonzoGonzaga,30,27,0,1
jahimy,272,785,0,1
Gigappalooza,969,702,0,1
farmaceuticosZG,574,362,0,1
ViviBrevis,173,426,0,1
Informapty507,5547,10,0,1
MEsperanzaCalvo,57,62,0,1
_ACADYC,932,144,0,1
jcromerobenavid,31,330,0,1
DarleneRojasO,2663,423,0,1
redecim,187,206,1,0
MIDES_PANAMA,31999,587,4,1
andymore87,187,824,0,1
mayt_b,1685,5002,0,1
PepeChanona,343,1014,0,3
Empate_mx,140,431,0,1
racorreaj,237,399,0,1
fransapajuelo,61,103,0,1
XoveCarballo,241,967,0,1
JoseLui97337115,6,120,0,1
gladys76912120,52,14,0,1
cuquiv,5067,5267,0,1
RresilenteS72,51,189,0,1
IdeasPuzzle,184,656,0,1
_Retorna,17852,2203,0,1
TSOsolar,78,258,1,0
GusInsau,352,824,0,1
icacoop,13718,2314,1,1
alrodrisv,220,1235,0,1
MERELLOARVILLA,1327,2400,0,1
lavozempresari2,126,225,4,0
PNUDEcuador,9072,1413,7,3
Mercasa_mercas,3387,929,3,0
Descubrela_FP,1456,317,2,1
EmiiAvilita,5,60,0,1
rafael_jimeno,158,176,0,1
anasalazar99,511,1161,0,1
JL_escudero,2853,1946,0,1
kathypale,15,102,0,3
SindicatosYsind,63,44,0,1
Juanpaotoya,743,1593,0,1
megraneteruel,50,263,0,1
foradmitREPO,202,139,0,1
EmbEspAndorra,1423,816,0,2
uncear_org,170,530,0,2
victormabellido,1166,1933,0,1
ArmijosRosita,40,117,0,1
WorldVisionMx,13839,7126,1,0
KreabEspana,7085,311,1,0
valequiir,533,1142,0,1
consejera21,164,301,0,1
FeriantesCL,25047,23227,0,1
CarolinaECOVIDA,27118,2613,0,1
ivanchb,3368,1600,0,1
InterAulas,1465,972,0,1
Gabri_Saiz,527,1269,0,1
SaraGimnez,2410,309,0,1
AnaGarridoRamos,44307,33939,0,1
09MACvida,258,1028,0,1
icuencaa,14,39,0,1
NURIAHERSAN,196,241,0,1
Revomarcelo,376,284,0,1
IvnAllende,3890,702,0,1
imme_scholz,1394,203,0,1
MyriamContrer18,38,203,0,1
anacecy_r,424,251,0,1
SNEu235,1703,160,0,1
pat_irineo,214,450,0,1
Pilar_Esquer,455,452,1,0
saraguerreroc,53,1204,0,1
koolemansbeynen,101,203,0,1
analani,2260,2570,0,5
guaro9,1242,2317,0,3
depo_es,11098,653,0,1
SalvadorHugoLB,664,502,0,2
AbrahMarco,613,697,0,1
dgrisalena,934,1049,0,1
anuiestic,1905,4687,0,2
vk_igualdad,62,111,0,1
informaria,1685,737,3,1
anaceciggt,572,1070,0,1
Johanna91838188,199,371,0,1
Lomber9,266,391,0,1
hugonopo,15382,961,0,1
EnriqueYeves,4005,2767,0,1
Mafr93op1,23,351,0,1
SsPlanificacion,1590,260,0,1
KeilaGVilchez,75,133,0,2
eli_tru,42,313,0,1
Cambio2030_,125,131,0,3
katherineP1990,48,304,0,6
goutec,160,317,0,1
7_Rooms,727,771,0,3
Agenda2030DPN,2622,575,0,3
causascambios,396,600,0,1
MujeresConstru3,11,164,0,1
HePuerto,98,247,0,2
machinebone,547,2774,1,0
Mx_g_a_l_o,13017,11467,1,0
raultoran,6164,3249,0,1
AleCamargoOrt,54,171,3,0
BiFeiring,628,711,1,0
_greenize_,713,1932,0,1
edyerc,2265,1860,0,2
PabloAvalancha,243,820,0,1
SoniaSe86,754,326,0,1
FcoFerrera,628,521,0,1
ensiferae,52,466,0,1
trserna,240,166,0,2
AntaEugenia,475,758,0,2
Edu_Ambiental,3559,761,0,3
RBHGlobal,1123,228,1,0
CREAndalucia,4141,282,0,2
